Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"14272","","","None","172.28.128.3","udp","928","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports.

See the section 'plugins options' about configuring this plugin.

Note: This plugin will run on Windows (using netstat.exe) in the 
event that the target being scanned is localhost.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 928/udp was found to be open"
"18261","","","None","172.28.128.3","tcp","0","Apache Banner Linux Distribution Disclosure","The name of the Linux distribution running on the remote host was
found in the banner of the web server.","Nessus was able to extract the banner of the Apache web server and
determine which Linux distribution the remote host is running.","If you do not wish to display this information, edit 'httpd.conf' and
set the directive 'ServerTokens Prod' and restart Apache.
n/a","","
The Linux distribution detected was : 
 - CentOS 7
"
"19506","","","None","172.28.128.3","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - Whether credentialed or third-party patch management
    checks are possible.
  - Whether the display of superseded patches is enabled
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 8.11.1
Plugin feed version : 202009261252
Scanner edition used : Nessus Home
Scan type : Normal
Scan policy used : Advanced Scan
Scanner IP : 172.28.128.6
Port scanner(s) : netstat 
Port range : default
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : yes, as 'vagrant' via ssh
Attempt Least Privilege : no
Patch management checks : None
Display superseded patches : yes (supersedence plugin did not launch)
CGI scanning : disabled
Web application tests : disabled
Max hosts : 30
Max checks : 5
Recv timeout : 5
Backports : Detected
Allow post-scan editing: Yes
Scan Start Date : 2020/9/28 1:58 EEST
Scan duration : 81 sec
"
"24260","","","None","172.28.128.3","tcp","80","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 403 Forbidden

Protocol version : HTTP/1.1
SSL : no
Keep-Alive : yes
Options allowed : (Not implemented)
Headers :

  Date: Fri, 25 Sep 2020 22:02:22 GMT
  Server: Apache/2.4.6 (CentOS) PHP/5.4.16
  Last-Modified: Thu, 16 Oct 2014 13:20:58 GMT
  ETag: ""1321-5058a1e728280""
  Accept-Ranges: bytes
  Content-Length: 4897
  Keep-Alive: timeout=5, max=100
  Connection: Keep-Alive
  Content-Type: text/html; charset=UTF-8
  
Response Body :

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd""><html><head>
<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">
		<title>Apache HTTP Server Test Page powered by CentOS</title>
		<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"">

    <!-- Bootstrap -->
    <link href=""/noindex/css/bootstrap.min.css"" rel=""stylesheet"">
    <link rel=""stylesheet"" href=""noindex/css/open-sans.css"" type=""text/css"" />

<style type=""text/css""><!--		 

body {
  font-family: ""Open Sans"", Helvetica, sans-serif;
  font-weight: 100;
  color: #ccc;
  background: rgba(10, 24, 55, 1);
  font-size: 16px;
}

h2, h3, h4 {
  font-weight: 200;
}

h2 {
  font-size: 28px;
}

.jumbotron {
  margin-bottom: 0;
  color: #333;
  background: rgb(212,212,221); /* Old browsers */
  background: radial-gradient(ellipse at center top, rgba(255,255,255,1) 0%,rgba(174,174,183,1) 100%); /* W3C */
}

.jumbotron h1 {
  font-size: 128px;
  font-weight: 700;
  color: white;
  text-shadow: 0px 2px 0px #abc,
               0px 4px 10px rgba(0,0,0,0.15),
               0px 5px 2px rgba(0,0,0,0.1),
               0px 6px 30px rgba(0,0,0,0.1);
}

.jumbotron p {
  font-size: 28px;
  font-weight: 100;
}

.main {
   background: white;
   color: #234;
   border-top: 1px solid rgba(0,0,0,0.12);
   padding-top: 30px;
   padding-bottom: 40px;
}

.footer {
   border-top: 1px solid rgba(255,255,255,0.2);
   padding-top: 30px;
}

    --></style>
</head>
<body>
  <div class=""jumbotron text-center"">
    <div class=""container"">
   	  <h1>Testing 123..</h1>
  		<p class=""lead"">This page is used to test the proper operation of the <a href=""http://apache.org"">Apache HTTP server</a> after it has been installed. If you can read this page it means that this site is working properly. This server is powered by <a href=""http://centos.org"">CentOS</a>.</p>
		</div>
  </div>
  <div class=""main"">
    <div class=""container"">
       <div class=""row"">
  			<div class=""col-sm-6"">
    			<h2>Just visiting?</h2>
			  		<p class=""lead"">The website you just visited is either experiencing problems or is undergoing routine maintenance.</p>
  					<p>If you would like to let the administrators of this website know that you've seen this page instead of the page you expected, you should send them e-mail. In general, mail sent to the name ""webmaster"" and directed to the website's domain should reach the appropriate person.</p>
  					<p>For example, if you experienced problems while visiting www.example.com, you should send e-mail to ""webmaster@example.com"".</p>
	  			</div>
  				<div class=""col-sm-6"">
	  				<h2>Are you the Administrator?</h2>
		  			<p>You should add your website content to the directory <tt>/var/www/html/</tt>.</p>
		  			<p>To prevent this page from ever being used, follow the instructions in the file <tt>/etc/httpd/conf.d/welcome.conf</tt>.</p>

	  				<h2>Promoting Apache and CentOS</h2>
			  		<p>You are free to use the images below on Apache and CentOS Linux powered HTTP servers.  Thanks for using Apache and CentOS!</p>
				  	<p><a href=""http://httpd.apache.org/""><img src=""images/apache_pb.gif"" alt=""[ Powered by Apache ]""></a> <a href=""http://www.centos.org/""><img src=""images/poweredby.png"" alt=""[ Powered by CentOS Linux ]"" height=""31"" width=""88""></a></p>
  				</div>
	  		</div>
	    </div>
		</div>
	</div>
	  <div class=""footer"">
      <div class=""container"">
        <div class=""row"">
          <div class=""col-sm-6"">          
            <h2>Important note:</h2>
            <p class=""lead"">The CentOS Project has nothing to do with this website or its content,
            it just provides the software that makes the website run.</p>
            
            <p>If you have issues with the content of this site, contact the owner of the domain, not the CentOS project. 
            Unless you intended to visit CentOS.org, the CentOS Project does not have anything to do with this website,
            the content or the lack of it.</p>
            <p>For example, if this website is www.example.com, you would find the owner of the example.com domain at the following WHOIS server:</p>
            <p><a href=""http://www.internic.net/whois.html"">http://www.internic.net/whois.html</a></p>
          </div>
          <div class=""col-sm-6"">
            <h2>The CentOS Project</h2>
            <p>The CentOS Linux distribution is a stable, predictable, manageable and reproduceable platform derived from 
               the sources of Red Hat Enterprise Linux (RHEL).<p>
            
            <p>Additionally to being a popular choice for web hosting, CentOS also provides a rich platform for open source communities to build upon. For more information
               please visit the <a href=""http://www.centos.org/"">CentOS website</a>.</p>
          </div>
        </div>
		  </div>
    </div>
  </div>
</body></html>
"
"43111","","","None","172.28.128.3","tcp","80","HTTP Methods Allowed (per directory)","This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP
methods are allowed on each directory.

The following HTTP methods are considered insecure:
  PUT, DELETE, CONNECT, TRACE, HEAD

Many frameworks and languages treat 'HEAD' as a 'GET' request, albeit
one without any body in the response. If a security constraint was
set on 'GET' requests such that only 'authenticatedUsers' could
access GET requests for a particular servlet or resource, it would be
bypassed for the 'HEAD' version. This allowed unauthorized blind
submission of any privileged GET request.

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501.

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.","n/a","http://www.nessus.org/u?d9c03a9a
http://www.nessus.org/u?b019cbdb
https://www.owasp.org/index.php/Test_HTTP_Methods_(OTG-CONFIG-006)","Based on the response to an OPTIONS request :

  - HTTP methods GET HEAD OPTIONS POST TRACE are allowed on : 

    /

"
"48204","","","None","172.28.128.3","tcp","80","Apache HTTP Server Version","It is possible to obtain the version number of the remote Apache HTTP
server.","The remote host is running the Apache HTTP Server, an open source web
server. It was possible to read the version number from the banner.","n/a","https://httpd.apache.org/","
  URL        : http://172.28.128.3/
  Version    : 2.4.6
  backported : 1
  modules    : PHP/5.4.16
  os         : ConvertedCentOS
"
"48243","","","None","172.28.128.3","tcp","80","PHP Version Detection","It was possible to obtain the version number of the remote PHP
installation.","Nessus was able to determine the version of PHP available on the
remote web server.","n/a","","
Nessus was able to identify the following PHP version information :

  Version : 5.4.16
  Source  : Server: Apache/2.4.6 (CentOS) PHP/5.4.16
"
"84574","","","None","172.28.128.3","tcp","80","Backported Security Patch Detection (PHP)","Security patches have been backported.","Security patches may have been 'backported' to the remote PHP install
without changing its version number.

Banner-based checks have been disabled to avoid false positives.

Note that this test is informational only and does not denote any
security problem.","n/a","https://access.redhat.com/security/updates/backporting/?sc_cid=3093","
Local checks have been enabled.
"
"137007","CVE-2020-8616","5.0","Medium","172.28.128.3","tcp","0","CentOS 7 : bind (CESA-2020:2344)","The remote CentOS host is missing one or more security updates.","The remote Redhat Enterprise Linux 7 host has packages installed that are affected by multiple vulnerabilities as
referenced in the RHSA-2020:2344 advisory.

  - bind: BIND does not sufficiently limit the number of
    fetches performed when processing referrals
    (CVE-2020-8616)

  - bind: A logic error in code which checks TSIG validity
    can be used to trigger an assertion failure in tsig.c
    (CVE-2020-8617)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected bind packages.","http://www.nessus.org/u?9a940b1a","
Remote package installed : bind-export-libs-9.11.4-16.P2.el7_8.2
Should be                : bind-export-libs-9.11.4-16.P2.el7_8.6

"
"137007","CVE-2020-8617","5.0","Medium","172.28.128.3","tcp","0","CentOS 7 : bind (CESA-2020:2344)","The remote CentOS host is missing one or more security updates.","The remote Redhat Enterprise Linux 7 host has packages installed that are affected by multiple vulnerabilities as
referenced in the RHSA-2020:2344 advisory.

  - bind: BIND does not sufficiently limit the number of
    fetches performed when processing referrals
    (CVE-2020-8616)

  - bind: A logic error in code which checks TSIG validity
    can be used to trigger an assertion failure in tsig.c
    (CVE-2020-8617)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected bind packages.","http://www.nessus.org/u?9a940b1a","
Remote package installed : bind-export-libs-9.11.4-16.P2.el7_8.2
Should be                : bind-export-libs-9.11.4-16.P2.el7_8.6

"
"137763","CVE-2020-12888","4.7","Medium","172.28.128.3","tcp","0","CentOS 7 : kernel (CESA-2020:2664)","The remote CentOS host is missing one or more security updates.","The remote Redhat Enterprise Linux 7 host has packages installed that are affected by a vulnerability as referenced in
the RHSA-2020:2664 advisory.

  - Kernel: vfio: access to disabled MMIO space of some
    devices may lead to DoS scenario (CVE-2020-12888)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected kernel packages.","http://www.nessus.org/u?426fa83b","
Remote package installed : kernel-3.10.0-1127.el7
Should be                : kernel-3.10.0-1127.13.1.el7

Remote package installed : kernel-tools-3.10.0-1127.el7
Should be                : kernel-tools-3.10.0-1127.13.1.el7

Remote package installed : kernel-tools-libs-3.10.0-1127.el7
Should be                : kernel-tools-libs-3.10.0-1127.13.1.el7

Remote package installed : python-perf-3.10.0-1127.el7
Should be                : python-perf-3.10.0-1127.13.1.el7

"
"138501","CVE-2020-12049","4.9","Medium","172.28.128.3","tcp","0","CentOS 7 : dbus (CESA-2020:2894)","The remote CentOS Linux host is missing a security update.","The remote CentOS Linux 7 host has packages installed that are affected by a vulnerability as referenced in the
CESA-2020:2894 advisory.

  - dbus: denial of service via file descriptor leak
    (CVE-2020-12049)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected packages.","http://www.nessus.org/u?d664035f
https://cwe.mitre.org/data/definitions/400.html","
Remote package installed : dbus-1.10.24-13.el7_6
Should be                : dbus-1.10.24-14.el7_8

Remote package installed : dbus-libs-1.10.24-13.el7_6
Should be                : dbus-libs-1.10.24-14.el7_8

"
"139235","CVE-2019-19527","7.2","High","172.28.128.3","tcp","0","CentOS 7 : kernel (CESA-2020:3220)","The remote CentOS Linux host is missing one or more security updates.","The remote CentOS Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the
CESA-2020:3220 advisory.

  - kernel: use-after-free caused by a malicious USB device
    in the drivers/hid/usbhid/hiddev.c driver
    (CVE-2019-19527)

  - kernel: kernel: DAX hugepages not considered during
    mremap (CVE-2020-10757)

  - kernel: buffer overflow in mwifiex_cmd_append_vsie_tlv
    function in drivers/net/wireless/marvell/mwifiex/scan.c
    (CVE-2020-12653)

  - kernel: heap-based buffer overflow in
    mwifiex_ret_wmm_get_status function in
    drivers/net/wireless/marvell/mwifiex/wmm.c
    (CVE-2020-12654)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected packages.","http://www.nessus.org/u?1d164e5e
https://cwe.mitre.org/data/definitions/119.html
https://cwe.mitre.org/data/definitions/120.html
https://cwe.mitre.org/data/definitions/122.html
https://cwe.mitre.org/data/definitions/416.html","
Remote package installed : kernel-3.10.0-1127.el7
Should be                : kernel-3.10.0-1127.18.2.el7

Remote package installed : kernel-tools-3.10.0-1127.el7
Should be                : kernel-tools-3.10.0-1127.18.2.el7

Remote package installed : kernel-tools-libs-3.10.0-1127.el7
Should be                : kernel-tools-libs-3.10.0-1127.18.2.el7

Remote package installed : python-perf-3.10.0-1127.el7
Should be                : python-perf-3.10.0-1127.18.2.el7

"
"139235","CVE-2020-10757","7.2","High","172.28.128.3","tcp","0","CentOS 7 : kernel (CESA-2020:3220)","The remote CentOS Linux host is missing one or more security updates.","The remote CentOS Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the
CESA-2020:3220 advisory.

  - kernel: use-after-free caused by a malicious USB device
    in the drivers/hid/usbhid/hiddev.c driver
    (CVE-2019-19527)

  - kernel: kernel: DAX hugepages not considered during
    mremap (CVE-2020-10757)

  - kernel: buffer overflow in mwifiex_cmd_append_vsie_tlv
    function in drivers/net/wireless/marvell/mwifiex/scan.c
    (CVE-2020-12653)

  - kernel: heap-based buffer overflow in
    mwifiex_ret_wmm_get_status function in
    drivers/net/wireless/marvell/mwifiex/wmm.c
    (CVE-2020-12654)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected packages.","http://www.nessus.org/u?1d164e5e
https://cwe.mitre.org/data/definitions/119.html
https://cwe.mitre.org/data/definitions/120.html
https://cwe.mitre.org/data/definitions/122.html
https://cwe.mitre.org/data/definitions/416.html","
Remote package installed : kernel-3.10.0-1127.el7
Should be                : kernel-3.10.0-1127.18.2.el7

Remote package installed : kernel-tools-3.10.0-1127.el7
Should be                : kernel-tools-3.10.0-1127.18.2.el7

Remote package installed : kernel-tools-libs-3.10.0-1127.el7
Should be                : kernel-tools-libs-3.10.0-1127.18.2.el7

Remote package installed : python-perf-3.10.0-1127.el7
Should be                : python-perf-3.10.0-1127.18.2.el7

"
"139235","CVE-2020-12653","7.2","High","172.28.128.3","tcp","0","CentOS 7 : kernel (CESA-2020:3220)","The remote CentOS Linux host is missing one or more security updates.","The remote CentOS Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the
CESA-2020:3220 advisory.

  - kernel: use-after-free caused by a malicious USB device
    in the drivers/hid/usbhid/hiddev.c driver
    (CVE-2019-19527)

  - kernel: kernel: DAX hugepages not considered during
    mremap (CVE-2020-10757)

  - kernel: buffer overflow in mwifiex_cmd_append_vsie_tlv
    function in drivers/net/wireless/marvell/mwifiex/scan.c
    (CVE-2020-12653)

  - kernel: heap-based buffer overflow in
    mwifiex_ret_wmm_get_status function in
    drivers/net/wireless/marvell/mwifiex/wmm.c
    (CVE-2020-12654)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected packages.","http://www.nessus.org/u?1d164e5e
https://cwe.mitre.org/data/definitions/119.html
https://cwe.mitre.org/data/definitions/120.html
https://cwe.mitre.org/data/definitions/122.html
https://cwe.mitre.org/data/definitions/416.html","
Remote package installed : kernel-3.10.0-1127.el7
Should be                : kernel-3.10.0-1127.18.2.el7

Remote package installed : kernel-tools-3.10.0-1127.el7
Should be                : kernel-tools-3.10.0-1127.18.2.el7

Remote package installed : kernel-tools-libs-3.10.0-1127.el7
Should be                : kernel-tools-libs-3.10.0-1127.18.2.el7

Remote package installed : python-perf-3.10.0-1127.el7
Should be                : python-perf-3.10.0-1127.18.2.el7

"
"139235","CVE-2020-12654","7.2","High","172.28.128.3","tcp","0","CentOS 7 : kernel (CESA-2020:3220)","The remote CentOS Linux host is missing one or more security updates.","The remote CentOS Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the
CESA-2020:3220 advisory.

  - kernel: use-after-free caused by a malicious USB device
    in the drivers/hid/usbhid/hiddev.c driver
    (CVE-2019-19527)

  - kernel: kernel: DAX hugepages not considered during
    mremap (CVE-2020-10757)

  - kernel: buffer overflow in mwifiex_cmd_append_vsie_tlv
    function in drivers/net/wireless/marvell/mwifiex/scan.c
    (CVE-2020-12653)

  - kernel: heap-based buffer overflow in
    mwifiex_ret_wmm_get_status function in
    drivers/net/wireless/marvell/mwifiex/wmm.c
    (CVE-2020-12654)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Update the affected packages.","http://www.nessus.org/u?1d164e5e
https://cwe.mitre.org/data/definitions/119.html
https://cwe.mitre.org/data/definitions/120.html
https://cwe.mitre.org/data/definitions/122.html
https://cwe.mitre.org/data/definitions/416.html","
Remote package installed : kernel-3.10.0-1127.el7
Should be                : kernel-3.10.0-1127.18.2.el7

Remote package installed : kernel-tools-3.10.0-1127.el7
Should be                : kernel-tools-3.10.0-1127.18.2.el7

Remote package installed : kernel-tools-libs-3.10.0-1127.el7
Should be                : kernel-tools-libs-3.10.0-1127.18.2.el7

Remote package installed : python-perf-3.10.0-1127.el7
Should be                : python-perf-3.10.0-1127.18.2.el7

"
